이름,최영우
-294.464,23:18:38.449
-303.479,23:18:38.451
-311.67,23:18:38.453
-318.947,23:18:38.455
-325.263,23:18:38.457
-330.602,23:18:38.458
-334.961,23:18:38.460
-338.363,23:18:38.462
-340.89,23:18:38.464
-342.724,23:18:38.466
-344.099,23:18:38.468
-345.152,23:18:38.470
-345.878,23:18:38.472
-346.063,23:18:38.474
-345.405,23:18:38.476
-343.705,23:18:38.478
-340.701,23:18:38.480
-336.12,23:18:38.482
-329.953,23:18:38.484
-322.444,23:18:38.486
-314.122,23:18:38.488
-305.399,23:18:38.490
-296.046,23:18:38.492
-285.686,23:18:38.494
-275.509,23:18:38.496
-270.128,23:18:38.498
-275.684,23:18:38.500
-296.884,23:18:38.501
-332.452,23:18:38.503
-370.313,23:18:38.505
-395.334,23:18:38.507
-395.785,23:18:38.509
-367.827,23:18:38.511
-323.723,23:18:38.513
-279.653,23:18:38.515
-246.746,23:18:38.517
-231.273,23:18:38.519
-225.028,23:18:38.521
-215.474,23:18:38.523
-195.513,23:18:38.525
-160.517,23:18:38.527
-115.749,23:18:38.529
-70.49,23:18:38.531
-29.767,23:18:38.533
5.677,23:18:38.535
41.742,23:18:38.537
82.26,23:18:38.539
123.893,23:18:38.541
154.938,23:18:38.542
157.417,23:18:38.544
121.705,23:18:38.546
50.01,23:18:38.548
-47.891,23:18:38.550
-157.164,23:18:38.552
-265.929,23:18:38.554
-369.203,23:18:38.556
-459.861,23:18:38.558
-525.803,23:18:38.560
-560.055,23:18:38.562
-557.312,23:18:38.564
-520.187,23:18:38.566
-467.003,23:18:38.568
-410.911,23:18:38.570
-361.097,23:18:38.572
-323.587,23:18:38.574
-289.968,23:18:38.576
-255.403,23:18:38.578
-219.603,23:18:38.580
-181.643,23:18:38.582
-148.285,23:18:38.583
-123.446,23:18:38.585
-106.316,23:18:38.587
-96.82,23:18:38.589
-91.888,23:18:38.591
-88.836,23:18:38.593
-87.216,23:18:38.595
-84.843,23:18:38.597
-78.38,23:18:38.599
-66.451,23:18:38.601
-50.014,23:18:38.603
-33.536,23:18:38.605
-25.646,23:18:38.607
-32.087,23:18:38.609
-48.947,23:18:38.611
-65.219,23:18:38.613
-66.438,23:18:38.615
-41.335,23:18:38.617
4.611,23:18:38.619
53.89,23:18:38.621
89.461,23:18:38.623
97.609,23:18:38.625
81.331,23:18:38.626
56.974,23:18:38.628
36.994,23:18:38.630
30.765,23:18:38.632
38.281,23:18:38.634
50.455,23:18:38.636
62.171,23:18:38.638
70.713,23:18:38.640
75.55,23:18:38.642
79.55,23:18:38.644
83.696,23:18:38.646
87.588,23:18:38.648
91.228,23:18:38.650
94.255,23:18:38.652
96.593,23:18:38.654
98.621,23:18:38.656
100.488,23:18:38.658
102.206,23:18:38.660
103.888,23:18:38.662
105.651,23:18:38.664
107.542,23:18:38.666
109.592,23:18:38.667
111.828,23:18:38.669
114.236,23:18:38.671
116.835,23:18:38.673
119.712,23:18:38.675
122.936,23:18:38.677
126.523,23:18:38.679
130.507,23:18:38.681
134.921,23:18:38.683
139.788,23:18:38.685
145.182,23:18:38.687
151.2,23:18:38.689
157.846,23:18:38.691
165.094,23:18:38.693
173.1,23:18:38.695
182.042,23:18:38.697
191.828,23:18:38.699
202.487,23:18:38.701
214.077,23:18:38.703
226.247,23:18:38.705
239.946,23:18:38.707
256.082,23:18:38.708
273.264,23:18:38.710
291.039,23:18:38.712
306.902,23:18:38.714
317.844,23:18:38.716
327.038,23:18:38.718
336.59,23:18:38.720
349.673,23:18:38.722
370.695,23:18:38.724
395.731,23:18:38.726
421.418,23:18:38.728
445.42,23:18:38.730
463.886,23:18:38.732
479.401,23:18:38.734
494.619,23:18:38.736
510.104,23:18:38.738
527.478,23:18:38.740
545.74,23:18:38.742
563.613,23:18:38.744
581.288,23:18:38.746
598.601,23:18:38.748
615.675,23:18:38.750
632.739,23:18:38.751
649.553,23:18:38.753
665.847,23:18:38.755
681.445,23:18:38.757
696.19,23:18:38.759
709.958,23:18:38.761
722.66,23:18:38.763
734.255,23:18:38.765
744.673,23:18:38.767
753.822,23:18:38.769
761.643,23:18:38.771
768.054,23:18:38.773
772.955,23:18:38.775
776.277,23:18:38.777
777.892,23:18:38.779
777.61,23:18:38.781
775.346,23:18:38.783
771.099,23:18:38.785
764.951,23:18:38.787
757.104,23:18:38.789
747.709,23:18:38.791
736.856,23:18:38.792
724.647,23:18:38.794
711.165,23:18:38.796
696.508,23:18:38.798
680.806,23:18:38.800
664.151,23:18:38.802
646.604,23:18:38.804
628.265,23:18:38.806
609.249,23:18:38.808
589.724,23:18:38.810
569.924,23:18:38.812
550.003,23:18:38.814
530.045,23:18:38.816
510.079,23:18:38.818
490.056,23:18:38.820
469.964,23:18:38.822
449.836,23:18:38.824
429.69,23:18:38.826
409.541,23:18:38.828
389.416,23:18:38.830
369.335,23:18:38.832
349.353,23:18:38.833
329.56,23:18:38.835
310.016,23:18:38.837
290.755,23:18:38.839
271.783,23:18:38.841
253.065,23:18:38.843
234.604,23:18:38.845
216.434,23:18:38.847
198.602,23:18:38.849
181.181,23:18:38.851
164.23,23:18:38.853
147.782,23:18:38.855
131.879,23:18:38.857
116.569,23:18:38.859
101.879,23:18:38.861
87.83,23:18:38.863
74.416,23:18:38.865
61.607,23:18:38.867
49.386,23:18:38.869
37.743,23:18:38.871
26.671,23:18:38.873
16.17,23:18:38.875
6.233,23:18:38.876
-3.162,23:18:38.878
-12.036,23:18:38.880
-20.413,23:18:38.882
-28.318,23:18:38.884
-35.776,23:18:38.886
-42.817,23:18:38.888
-49.476,23:18:38.890
-55.782,23:18:38.892
-61.762,23:18:38.894
-67.437,23:18:38.896
-72.822,23:18:38.898
-77.936,23:18:38.900
-82.8,23:18:38.902
-87.431,23:18:38.904
-91.849,23:18:38.906
-96.072,23:18:38.908
-100.117,23:18:38.910
-104.002,23:18:38.912
-107.746,23:18:38.914
-111.368,23:18:38.916
-114.881,23:18:38.917
-118.3,23:18:38.919
-121.637,23:18:38.921
-124.903,23:18:38.923
-128.108,23:18:38.925
-131.263,23:18:38.927
-134.375,23:18:38.929
-137.453,23:18:38.931
-140.503,23:18:38.933
-143.532,23:18:38.935
-146.547,23:18:38.937
-149.555,23:18:38.939
-152.559,23:18:38.941
-155.567,23:18:38.943
-158.582,23:18:38.945
-161.609,23:18:38.947
-164.653,23:18:38.949
-167.718,23:18:38.951
-170.807,23:18:38.953
-173.925,23:18:38.955
-177.074,23:18:38.957
-180.26,23:18:38.958
-183.486,23:18:38.960
-186.757,23:18:38.962
-190.075,23:18:38.964
-193.446,23:18:38.966
-196.873,23:18:38.968
-200.36,23:18:38.970
-203.91,23:18:38.972
-207.527,23:18:38.974
-211.212,23:18:38.976
-214.966,23:18:38.978
-218.792,23:18:38.980
-222.69,23:18:38.982
-226.661,23:18:38.984
-230.705,23:18:38.986
-234.821,23:18:38.988
-239.008,23:18:38.990
-243.263,23:18:38.992
-247.585,23:18:38.994
-251.968,23:18:38.996
-256.409,23:18:38.998
-260.901,23:18:39.000
-265.437,23:18:39.001
-270.01,23:18:39.003
-274.612,23:18:39.005
-279.235,23:18:39.007
-283.868,23:18:39.009
-288.501,23:18:39.011
-293.122,23:18:39.013
-297.721,23:18:39.015
-302.284,23:18:39.017
-306.799,23:18:39.019
-311.254,23:18:39.021
-315.636,23:18:39.023
-319.931,23:18:39.025
-324.127,23:18:39.027
-328.213,23:18:39.029
-332.177,23:18:39.031
-336.006,23:18:39.033
-339.69,23:18:39.035
-343.219,23:18:39.037
-346.582,23:18:39.039
-349.772,23:18:39.041
-352.778,23:18:39.042
-355.594,23:18:39.044
-358.213,23:18:39.046
-360.631,23:18:39.048
-362.844,23:18:39.050
-364.851,23:18:39.052
-366.653,23:18:39.054
-368.25,23:18:39.056
-369.646,23:18:39.058
-370.845,23:18:39.060
-371.854,23:18:39.062
-372.68,23:18:39.064
-373.332,23:18:39.066
-373.818,23:18:39.068
-374.15,23:18:39.070
-374.343,23:18:39.072
-374.411,23:18:39.074
-374.372,23:18:39.076
-374.245,23:18:39.078
-374.047,23:18:39.080
-373.798,23:18:39.082
-373.52,23:18:39.083
-373.233,23:18:39.085
-372.956,23:18:39.087
-372.709,23:18:39.089
-372.51,23:18:39.091
-372.378,23:18:39.093
-372.333,23:18:39.095
-372.395,23:18:39.097
-372.582,23:18:39.099
-372.912,23:18:39.101
-373.405,23:18:39.103
-374.08,23:18:39.105
-374.957,23:18:39.107
-376.051,23:18:39.109
-377.376,23:18:39.111
-378.938,23:18:39.113
-380.747,23:18:39.115
-382.808,23:18:39.117
-385.124,23:18:39.119
-387.696,23:18:39.121
-390.515,23:18:39.123
-393.573,23:18:39.125
-396.869,23:18:39.126
-400.396,23:18:39.128
-404.149,23:18:39.130
-408.117,23:18:39.132
-412.281,23:18:39.134
-416.619,23:18:39.136
-421.12,23:18:39.138
-425.769,23:18:39.140
-430.538,23:18:39.142
-435.394,23:18:39.144
-440.299,23:18:39.146
-445.218,23:18:39.148
-450.145,23:18:39.150
-455.084,23:18:39.152
-460.022,23:18:39.154
-464.934,23:18:39.156
-469.831,23:18:39.158
-474.718,23:18:39.160
-479.602,23:18:39.162
-484.483,23:18:39.164
-489.296,23:18:39.166
-493.925,23:18:39.167
-498.301,23:18:39.169
-502.403,23:18:39.171
-506.046,23:18:39.173
-509.027,23:18:39.175
-511.428,23:18:39.177
-513.208,23:18:39.179
-514.294,23:18:39.181
-515.016,23:18:39.183
-514.409,23:18:39.185
-511.531,23:18:39.187
-507.673,23:18:39.189
-503.179,23:18:39.191
-500.408,23:18:39.193
-502.28,23:18:39.195
-505.686,23:18:39.197
-508.658,23:18:39.199
-508.265,23:18:39.201
-500.316,23:18:39.203
-488.821,23:18:39.205
-477.263,23:18:39.207
-467.946,23:18:39.208
-464.523,23:18:39.210
-464.197,23:18:39.212
-463.903,23:18:39.214
-462.693,23:18:39.216
-458.818,23:18:39.218
-453.042,23:18:39.220
-446.347,23:18:39.222
-438.689,23:18:39.224
-430.599,23:18:39.226
-422.641,23:18:39.228
-415.636,23:18:39.230
-410.37,23:18:39.232
-407.115,23:18:39.234
-406.152,23:18:39.236
-407.736,23:18:39.238
-411.401,23:18:39.240
-416.155,23:18:39.242
-420.247,23:18:39.244
-421.184,23:18:39.246
-417.153,23:18:39.248
-406.853,23:18:39.250
-388.706,23:18:39.251
-361.324,23:18:39.253
-323.998,23:18:39.255
-276.679,23:18:39.257
-220.606,23:18:39.259
-158.156,23:18:39.261
-92.326,23:18:39.263
-27.126,23:18:39.265
33.011,23:18:39.267
84.713,23:18:39.269
127.966,23:18:39.271
164.66,23:18:39.273
195.956,23:18:39.275
219.538,23:18:39.277
225.662,23:18:39.279
203.859,23:18:39.281
147.366,23:18:39.283
55.231,23:18:39.285
-60.481,23:18:39.287
-183.968,23:18:39.289
-298.621,23:18:39.291
-386.677,23:18:39.292
-442.5,23:18:39.294
-466.91,23:18:39.296
-465.812,23:18:39.298
-452.678,23:18:39.300
-434.163,23:18:39.302
-411.786,23:18:39.304
-385.287,23:18:39.306
-350.358,23:18:39.308
-306.927,23:18:39.310
-258.986,23:18:39.312
-210.403,23:18:39.314
-165.861,23:18:39.316
-128.709,23:18:39.318
-100.268,23:18:39.320
-80.938,23:18:39.322
-70.129,23:18:39.324
-66.525,23:18:39.326
-68.301,23:18:39.328
-73.772,23:18:39.330
-81.281,23:18:39.332
-88.696,23:18:39.333
-94.234,23:18:39.335
-96.877,23:18:39.337
-96.039,23:18:39.339
-91.815,23:18:39.341
-84.958,23:18:39.343
-76.108,23:18:39.345
-66.038,23:18:39.347
-55.941,23:18:39.349
-46.554,23:18:39.351
-38.113,23:18:39.353
-30.828,23:18:39.355
-24.673,23:18:39.357
-19.257,23:18:39.359
-14.124,23:18:39.361
-8.938,23:18:39.363
-3.269,23:18:39.365
3.074,23:18:39.367
9.46,23:18:39.369
16.648,23:18:39.371
26.823,23:18:39.373
39.196,23:18:39.375
52.075,23:18:39.376
61.341,23:18:39.378
58.694,23:18:39.380
45.187,23:18:39.382
28.709,23:18:39.384
18.264,23:18:39.386
28.143,23:18:39.388
58.313,23:18:39.390
95.003,23:18:39.392
126.561,23:18:39.394
138.381,23:18:39.396
128.739,23:18:39.398
111.121,23:18:39.400
94.802,23:18:39.402
88.353,23:18:39.404
93.835,23:18:39.406
103.331,23:18:39.408
112.39,23:18:39.410
118.916,23:18:39.412
121.991,23:18:39.414
124.182,23:18:39.416
126.648,23:18:39.417
128.958,23:18:39.419
131.128,23:18:39.421
132.909,23:18:39.423
134.191,23:18:39.425
135.266,23:18:39.427
136.257,23:18:39.429
137.128,23:18:39.431
137.927,23:18:39.433
138.736,23:18:39.435
139.568,23:18:39.437
140.396,23:18:39.439
141.199,23:18:39.441
141.938,23:18:39.443
142.606,23:18:39.445
143.238,23:18:39.447
143.848,23:18:39.449
144.43,23:18:39.451
144.986,23:18:39.453
145.519,23:18:39.455
146.03,23:18:39.457
146.525,23:18:39.458
147.004,23:18:39.460
147.461,23:18:39.462
147.89,23:18:39.464
148.287,23:18:39.466
148.645,23:18:39.468
148.959,23:18:39.470
149.218,23:18:39.472
149.414,23:18:39.474
149.534,23:18:39.476
149.565,23:18:39.478
149.492,23:18:39.480
149.301,23:18:39.482
148.975,23:18:39.484
148.497,23:18:39.486
147.852,23:18:39.488
147.021,23:18:39.490
145.989,23:18:39.492
144.736,23:18:39.494
143.246,23:18:39.496
141.502,23:18:39.498
139.487,23:18:39.500
137.184,23:18:39.501
134.577,23:18:39.503
131.651,23:18:39.505
128.391,23:18:39.507
124.786,23:18:39.509
120.825,23:18:39.511
116.496,23:18:39.513
111.795,23:18:39.515
106.713,23:18:39.517
101.249,23:18:39.519
95.399,23:18:39.521
89.165,23:18:39.523
82.548,23:18:39.525
75.553,23:18:39.527
68.187,23:18:39.529
60.458,23:18:39.531
52.378,23:18:39.533
43.96,23:18:39.535
35.22,23:18:39.537
26.177,23:18:39.539
16.85,23:18:39.541
7.262,23:18:39.542
-2.563,23:18:39.544
-12.599,23:18:39.546
-22.819,23:18:39.548
-33.194,23:18:39.550
-43.693,23:18:39.552
-54.287,23:18:39.554
-64.941,23:18:39.556
-75.625,23:18:39.558
-86.303,23:18:39.560
-96.943,23:18:39.562
-107.51,23:18:39.564
-117.969,23:18:39.566
-128.288,23:18:39.568
-138.431,23:18:39.570
-148.367,23:18:39.572
-158.063,23:18:39.574
-167.488,23:18:39.576
-176.612,23:18:39.578
-185.406,23:18:39.580
-193.843,23:18:39.582
-201.898,23:18:39.583
-209.547,23:18:39.585
-216.768,23:18:39.587
-223.541,23:18:39.589
-229.848,23:18:39.591
-235.676,23:18:39.593
-241.009,23:18:39.595
-245.84,23:18:39.597
-250.158,23:18:39.599
-253.96,23:18:39.601
-257.241,23:18:39.603
-260.002,23:18:39.605
-262.243,23:18:39.607
-263.969,23:18:39.609
-265.185,23:18:39.611
-265.899,23:18:39.613
-266.122,23:18:39.615
-265.864,23:18:39.617
-265.14,23:18:39.619
-263.965,23:18:39.621
-262.355,23:18:39.623
-260.328,23:18:39.625
-257.903,23:18:39.626
-255.099,23:18:39.628
-251.938,23:18:39.630
-248.441,23:18:39.632
-244.629,23:18:39.634
-240.525,23:18:39.636
-236.15,23:18:39.638
-231.528,23:18:39.640
-226.679,23:18:39.642
-221.626,23:18:39.644
-216.391,23:18:39.646
-210.994,23:18:39.648
-205.455,23:18:39.650
-199.794,23:18:39.652
-194.029,23:18:39.654
-188.177,23:18:39.656
-182.256,23:18:39.658
-176.279,23:18:39.660
-170.262,23:18:39.662
-164.217,23:18:39.664
-158.158,23:18:39.666
-152.096,23:18:39.667
-146.04,23:18:39.669
-140.001,23:18:39.671
-133.986,23:18:39.673
-128.003,23:18:39.675
-122.059,23:18:39.677
-116.16,23:18:39.679
-110.311,23:18:39.681
-104.516,23:18:39.683
-98.78,23:18:39.685
-93.107,23:18:39.687
-87.5,23:18:39.689
-81.964,23:18:39.691
-76.501,23:18:39.693
-71.116,23:18:39.695
-65.812,23:18:39.697
-60.593,23:18:39.699
-55.462,23:18:39.701
-50.425,23:18:39.703
-45.485,23:18:39.705
-40.649,23:18:39.707
-35.921,23:18:39.708
-31.31,23:18:39.710
-26.821,23:18:39.712
-22.465,23:18:39.714
-18.248,23:18:39.716
-14.182,23:18:39.718
-10.275,23:18:39.720
-6.539,23:18:39.722
-2.982,23:18:39.724
0.384,23:18:39.726
3.548,23:18:39.728
6.5,23:18:39.730
9.228,23:18:39.732
11.723,23:18:39.734
13.973,23:18:39.736
15.967,23:18:39.738
17.696,23:18:39.740
19.149,23:18:39.742
20.317,23:18:39.744
21.194,23:18:39.746
21.772,23:18:39.748
22.046,23:18:39.750
22.012,23:18:39.751
21.666,23:18:39.753
21.007,23:18:39.755
20.033,23:18:39.757
18.745,23:18:39.759
17.146,23:18:39.761
15.237,23:18:39.763
13.023,23:18:39.765
10.511,23:18:39.767
7.71,23:18:39.769
4.63,23:18:39.771
1.284,23:18:39.773
-2.313,23:18:39.775
-6.144,23:18:39.777
-10.19,23:18:39.779
-14.433,23:18:39.781
-18.851,23:18:39.783
-23.422,23:18:39.785
-28.125,23:18:39.787
-32.936,23:18:39.789
-37.833,23:18:39.791
-42.793,23:18:39.792
-47.788,23:18:39.794
-52.791,23:18:39.796
-57.777,23:18:39.798
-62.717,23:18:39.800
-67.586,23:18:39.802
-72.364,23:18:39.804
-77.021,23:18:39.806
-81.53,23:18:39.808
-85.882,23:18:39.810
-90.067,23:18:39.812
-94.072,23:18:39.814
-97.892,23:18:39.816
-101.503,23:18:39.818
-104.876,23:18:39.820
-108.011,23:18:39.822
-110.913,23:18:39.824
-113.537,23:18:39.826
-115.851,23:18:39.828
-117.831,23:18:39.830
-119.445,23:18:39.832
-120.722,23:18:39.833
-121.717,23:18:39.835
-122.412,23:18:39.837
-122.766,23:18:39.839
-122.932,23:18:39.841
-123.09,23:18:39.843
-123.156,23:18:39.845
-123.157,23:18:39.847
-123.141,23:18:39.849
-122.776,23:18:39.851
-123.023,23:18:39.853
-124.817,23:18:39.855
-126.865,23:18:39.857
-128.79,23:18:39.859
-128.21,23:18:39.861
-122.272,23:18:39.863
-114.187,23:18:39.865
-106.101,23:18:39.867
-101.194,23:18:39.869
-103.828,23:18:39.871
-110.18,23:18:39.873
-117.01,23:18:39.875
-122.105,23:18:39.876
-121.791,23:18:39.878
-118.706,23:18:39.880
-115.531,23:18:39.882
-112.874,23:18:39.884
-112.385,23:18:39.886
-113.154,23:18:39.888
-113.992,23:18:39.890
-115.14,23:18:39.892
-116.454,23:18:39.894
-118.021,23:18:39.896
-120.08,23:18:39.898
-122.453,23:18:39.900
-124.965,23:18:39.902
-127.585,23:18:39.904
-130.264,23:18:39.906
-132.942,23:18:39.908
-135.594,23:18:39.910
-138.231,23:18:39.912
-140.842,23:18:39.914
-143.429,23:18:39.916
-146.003,23:18:39.917
-148.506,23:18:39.919
-150.887,23:18:39.921
-153.117,23:18:39.923
-155.125,23:18:39.925
-156.843,23:18:39.927
-158.272,23:18:39.929
-159.441,23:18:39.931
-160.468,23:18:39.933
-161.56,23:18:39.935
-162.857,23:18:39.937
-164.495,23:18:39.939
-166.641,23:18:39.941
-169.325,23:18:39.943
-172.497,23:18:39.945
-175.997,23:18:39.947
-179.487,23:18:39.949
-182.7,23:18:39.951
-185.525,23:18:39.953
-187.788,23:18:39.955
-189.29,23:18:39.957
-190.051,23:18:39.958
-190.275,23:18:39.960
-190.475,23:18:39.962
-191.478,23:18:39.964
-193.804,23:18:39.966
-197.647,23:18:39.968
-203.239,23:18:39.970
-210.899,23:18:39.972
-220.677,23:18:39.974
-232.064,23:18:39.976
-243.814,23:18:39.978
-253.926,23:18:39.980
-260.543,23:18:39.982
-262.301,23:18:39.984
-257.5,23:18:39.986
-244.272,23:18:39.988
-221.197,23:18:39.990
-187.383,23:18:39.992
-144.268,23:18:39.994
-94.625,23:18:39.996
-39.884,23:18:39.998
17.576,23:18:40.000
76.566,23:18:40.001
135.702,23:18:40.003
187.905,23:18:40.005
227.183,23:18:40.007
247.278,23:18:40.009
242.254,23:18:40.011
214.996,23:18:40.013
169.859,23:18:40.015
113.001,23:18:40.017
50.955,23:18:40.019
-16.282,23:18:40.021
-89.004,23:18:40.023
-167.82,23:18:40.025
-248.526,23:18:40.027
-320.01,23:18:40.029
-372.339,23:18:40.031
-396.492,23:18:40.033
-391.819,23:18:40.035
-366.478,23:18:40.037
-328.592,23:18:40.039
-287.546,23:18:40.041
-248.572,23:18:40.042
-211.284,23:18:40.044
-176.536,23:18:40.046
-144.643,23:18:40.048
-116.759,23:18:40.050
-96.468,23:18:40.052
-85.052,23:18:40.054
-81.65,23:18:40.056
-84.485,23:18:40.058
-90.294,23:18:40.060
-96.233,23:18:40.062
-101.003,23:18:40.064
-103.653,23:18:40.066
-103.166,23:18:40.068
-99.138,23:18:40.070
-91.678,23:18:40.072
-81.352,23:18:40.074
-69.534,23:18:40.076
-57.693,23:18:40.078
-46.547,23:18:40.080
-36.501,23:18:40.082
-27.892,23:18:40.083
-20.739,23:18:40.085
-14.993,23:18:40.087
-10.516,23:18:40.089
-6.82,23:18:40.091
-3.359,23:18:40.093
0.145,23:18:40.095
3.839,23:18:40.097
7.775,23:18:40.099
11.883,23:18:40.101
16.154,23:18:40.103
20.6,23:18:40.105
25.16,23:18:40.107
29.762,23:18:40.109
34.36,23:18:40.111
38.918,23:18:40.113
43.422,23:18:40.115
47.879,23:18:40.117
52.256,23:18:40.119
56.503,23:18:40.121
60.589,23:18:40.123
64.489,23:18:40.125
68.192,23:18:40.126
71.709,23:18:40.128
75.061,23:18:40.130
78.269,23:18:40.132
81.363,23:18:40.134
84.375,23:18:40.136
87.318,23:18:40.138
90.207,23:18:40.140
93.069,23:18:40.142
95.918,23:18:40.144
98.757,23:18:40.146
101.599,23:18:40.148
104.446,23:18:40.150
107.329,23:18:40.152
